13 12 12 7 8 14 24 18 8 3 8 19 19 19 13 13 13
13 12 12 7 8 14 25 18 8 3 8 19 19 19 13 13 13
13 12 11 7 3 14 25 19 7 3 8 14 19 19 13 13 13
13 12 12 6 3 15 25 18 8 3 8 19 19 14 13 13 13
13 12 12 7 8 15 24 18 7 3 14 19 19 19 13 13 13
13 12 6 2 3 14 25 24 7 3 8 20 19 19 13 13 13
13 12 6 2 3 15 24 23 8 2 9 19 18 18 13 13 13
13 12 6 7 3 15 24 24 8 2 8 19 19 19 13 13 13
13 12 11 2 3 20 24 18 8 3 14 19 19 13 13 13 13
13 12 6 7 3 20 25 18 7 3 8 19 19 19 13 13 13
13 12 11 1 4 20 24 19 7 2 8 19 19 19 13 13 13
13 12 11 1 3 20 25 19 7 2 8 19 19 19 13 13 13
13 13 12 1 3 15 25 19 8 2 8 14 19 19 19 13 13
13 12 12 1 8 20 25 19 7 2 14 19 19 19 13 13 13
13 13 12 1 3 20 24 18 7 3 9 20 19 19 13 13 13
13 12 11 1 3 15 25 24 7 2 9 19 19 19 13 13 13
13 12 7 1 3 14 25 24 7 2 9 20 19 19 13 13 13
13 12 7 1 3 20 25 19 7 3 14 19 19 19 13 13 13
13 12 6 1 8 15 25 19 7 2 14 19 19 19 13 13 13
13 12 11 1 3 20 25 18 2 3 14 19 18 18 13 13 13
13 12 12 6 2 9 20 25 13 2 8 20 19 19 13 13 13
13 12 6 1 9 15 24 19 7 2 9 25 24 19 13 13 13
13 13 12 7 8 19 24 13 7 3 14 19 19 13 13 13 13
13 13 12 1 8 20 25 18 2 3 20 20 19 19 13 13 13
13 13 12 6 8 20 24 18 7 3 14 19 19 13 13 13 13
13 12 12 1 8 20 25 13 2 3 13 20 20 19 13 13 13
13 13 11 1 3 20 25 18 7 2 9 20 19 19 13 13 13
13 12 6 1 3 15 25 24 8 2 3 20 24 24 18 13 13
13 13 6 1 3 20 25 19 8 2 8 20 19 19 18 13 13
13 13 11 1 3 15 25 24 13 2 3 15 24 19 19 13 13
13 13 11 1 2 15 20 24 13 2 3 20 19 19 19 13 13
13 12 6 1 8 20 25 19 8 2 8 20 19 19 13 13 13
13 12 6 1 8 15 25 24 13 2 2 15 25 19 19 13 13
13 12 6 1 3 20 25 18 7 2 9 20 19 19 13 13 13
13 12 11 1 8 20 25 18 7 2 14 20 19 19 13 13 13
13 12 7 1 8 20 24 19 7 2 9 20 19 19 13 13 13
13 13 11 1 3 15 25 19 13 2 3 15 19 19 19 13 13
13 12 6 1 8 20 25 19 7 2 8 20 19 19 13 13 13
13 13 6 1 14 20 25 18 2 2 14 20 19 19 13 13 13
13 12 6 1 3 20 25 19 7 2 9 20 24 19 13 13 13
13 12 12 6 3 15 25 24 7 1 8 20 19 19 18 13 13
13 13 12 1 3 20 25 18 2 3 14 19 19 13 13 13 13
13 12 11 6 8 15 25 19 8 2 14 19 19 19 13 13 13
13 12 6 6 8 15 25 19 7 2 9 20 19 19 13 13 13
13 13 12 1 3 20 25 19 7 2 15 19 18 18 13 13 13
13 17 6 6 3 20 25 18 7 2 14 20 19 19 13 13 13
13 12 12 1 8 20 25 18 2 2 15 25 19 19 13 13 13
13 12 11 1 3 20 25 19 7 2 14 25 19 19 13 13 13
13 12 6 1 3 15 25 24 7 2 14 24 19 19 13 13 13
13 12 11 1 8 20 24 18 7 2 9 20 19 19 13 13 13
13 13 12 1 3 20 25 18 7 2 14 20 19 19 13 13 13
13 12 12 1 8 20 25 19 2 2 14 25 24 19 13 13 13
