1 1 1 13 13 13 
1 25 2 25 25 13 13 13 
1 1 25 25 25 13 13 
1 2 20 19 13 13 
1 2 25 25 25 13 13 
25 25 25 13 13 13 13 
25 25 19 13 13 13 
25 20 13 13 13 13 13 
25 20 13 13 13 13 13 
25 14 13 13 13 
25 2 25 25 13 13 13 
25 1 25 25 25 13 13 
25 1 13 13 13 13 13 
24 2 13 13 13 
25 24 13 13 13 
1 3 20 19 13 13 13 
1 8 13 13 13 13 
1 13 13 13 13 13 13 
1 20 13 13 13 13 13 
1 20 25 25 13 13 13 
